code,file,drawn_size_mm,legend,check,intervene,notes
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_15_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 15 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_15_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 15 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_25_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 25 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_25_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 25 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_35_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 35 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_35_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 35 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_45_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 45 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_45_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 45 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_55_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 55 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_55_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 55 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_65_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 65 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_65_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 65 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_75_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 75 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_75_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 75 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_85_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 85 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_85_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 85 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(L),Warning Signs/EXIT_SPEED_HAIRPIN_95_YELLOW_TALL_W1-9-5(L).svg,1400x2400,EXIT SPEED 95 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W1-9-5(R),Warning Signs/EXIT_SPEED_HAIRPIN_95_YELLOW_TALL_W1-9-5(R).svg,1400x2400,EXIT SPEED 95 km/h,ok,,"symbol:w1-9-5_hairpin_arrow_l 1400 x 2400, R200; drawing shows 20 and 60 at the corner: taken as 20 yellow edge + 40 black border (pixel check ~40 black, as W1-8-1). Right-hand chain 385 | 350 | 110 | 655 | 110 | 400 E | 200 | 190 = 2400: EXIT baseline 385 (top 185), SPEED baseline 735 (top 535), arrow 845..1500, numerals top 1610 / baseline 2010, km/h baseline 2210 (top 2080, 130 Emod). Left-hand 310 | 125 at bottom does not reconcile with 200 | 190 (slash descender?) - right chain used. Widths: EXIT 612 (394|612|394), SPEED 940 (230|940|230), km/h 544 (428|544|428), numerals 'varies' centred. Vary values 15-95 chosen (advisory speeds), not stated. Arrow box 454..945 (454 | 491 | 455)."
W2-1,Warning Signs/CROSS_ROAD_YELLOW_DIAMOND_W2-1.svg,1060.66x1060.66,,ok,,"symbol:w2-1_crossroad Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: tip 375 above centreline, crossbar top on centreline (375 | 80 | 235 chain; pixel check crossbar 0..+80), symbol centred (200 | 55 | 55 | 200). Height 690 from the sign chain. FLAG: inset chain 240 + 155 + 80 + 235 = 710 disagrees by 20 with the sign's 690; sign dims used."
W2-10(L),Warning Signs/SIDE_ROAD_CURVE_INSIDE_YELLOW_DIAMOND_W2-10(L).svg,1060.66x1060.66,,ok,,"symbol:w2-10_side_road_curve_inside_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. FLAG: inset states 285 / 240 but the drawn symbol matches R235 / 220 (tip 297 from centreline measured); R235/220 used. Inner arm lies within the arc extents, so width = 372.4 + 110 = 482.4."
W2-10(R),Warning Signs/SIDE_ROAD_CURVE_INSIDE_YELLOW_DIAMOND_W2-10(R).svg,1060.66x1060.66,,ok,,"symbol:w2-10_side_road_curve_inside_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. FLAG: inset states 285 / 240 but the drawn symbol matches R235 / 220 (tip 297 from centreline measured); R235/220 used. Inner arm lies within the arc extents, so width = 372.4 + 110 = 482.4."
W2-11(L),Warning Signs/STAGGERED_SIDE_ROADS_LEFT_CURVE_YELLOW_DIAMOND_W2-11(L).svg,1060.66x1060.66,,ok,,"symbol:w2-11_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R233 as stated: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. FLAG: angles 37+20+20 = 77 deg (W2-11(R) reads 30+25+20 = 75); the drawn (L) symbol matches 77 deg (tip 304 from centreline measured vs 307.6 computed), so 77 used. Outer arm end 243.9 right of stem near edge -> width 626.5; height 515.3 (upper barb)."
W2-11(R),Warning Signs/STAGGERED_SIDE_ROADS_RIGHT_CURVE_YELLOW_DIAMOND_W2-11(R).svg,1060.66x1060.66,,ok,,"symbol:w2-11_r Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Right-hand drawing: stem near (right) edge 75 left of centreline, bottom 270 below (stated). Box derived from inset geometry: tip 371 right of stem near edge (= 296 from centreline), outer arm end 143.9 left of it -> width 514.9, height 511.8. Measured on drawing: tip +300, arm end -216."
W2-12(L),Warning Signs/STAGGERED_SIDE_ROADS_LEFT_CURVE_YELLOW_DIAMOND_W2-12(L).svg,1060.66x1060.66,,ok,,"symbol:w2-12_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R233 as stated: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. Tip 371 from stem near edge (296 from centreline; measured 297), arm end 143.9 -> width 514.9, height 511.8."
W2-12(R),Warning Signs/STAGGERED_SIDE_ROADS_RIGHT_CURVE_YELLOW_DIAMOND_W2-12(R).svg,1060.66x1060.66,,ok,,"symbol:w2-12_r Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Right-hand drawing: stem near (right) edge 75 left of centreline, bottom 270 below (stated). FLAG: 37+20+20 = 77 deg (drawn symbol matches: tip 315 from centreline measured vs 307.6 computed, arm end 308 vs 318.9). Box from inset geometry: tip 382.6 right of stem near edge, arm end 243.9 left -> width 626.5, height 515.3."
W2-13(L),Warning Signs/TWO_SIDE_ROADS_YELLOW_DIAMOND_W2-13(L).svg,1060.66x1060.66,,ok,,"symbol:w2-13_two_side_roads_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: sign chain 295 | 80 | 125 | 80 | 110 (tip 375 above centreline, upper arm bottom on centreline, 690 total); stem centred (55 | 55), arms 150 to the left -> x from -205 to +145 (arrowhead). Inset chain 240+75+80+125+80+110 = 710 vs sign 690 (20 discrepancy as W2-1)."
W2-13(R),Warning Signs/TWO_SIDE_ROADS_YELLOW_DIAMOND_W2-13(R).svg,1060.66x1060.66,,ok,,"symbol:w2-13_two_side_roads_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: sign chain 295 | 80 | 125 | 80 | 110 (tip 375 above centreline, upper arm bottom on centreline, 690 total); stem centred (55 | 55), arms 150 to the left -> x from -205 to +145 (arrowhead). Inset chain 240+75+80+125+80+110 = 710 vs sign 690 (20 discrepancy as W2-1)."
W2-14(L),Warning Signs/T_INTERSECTION_ON_CURVE_YELLOW_DIAMOND_W2-14(L).svg,1060.66x1060.66,,ok,,"symbol:w2-14_t_on_curve_r Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Dimensions are on the (R) drawing: stem far (left) edge 125 left of centreline and crossbar right extreme 400 right (125 | 400 = 525 overall), bottom 340 below centreline, crossbar lowest corner 30 below centreline (340-30 = 310 as inset). Height 734.2 NOT stated: derived from the inset geometry (top-left crossbar corner); measured 737 on drawing. QA: symbol traced from the lower (R) panel of the drawing (which 1)."
W2-14(R),Warning Signs/T_INTERSECTION_ON_CURVE_YELLOW_DIAMOND_W2-14(R).svg,1060.66x1060.66,,ok,,"symbol:w2-14_t_on_curve_r Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Dimensions are on the (R) drawing: stem far (left) edge 125 left of centreline and crossbar right extreme 400 right (125 | 400 = 525 overall), bottom 340 below centreline, crossbar lowest corner 30 below centreline (340-30 = 310 as inset). Height 734.2 NOT stated: derived from the inset geometry (top-left crossbar corner); measured 737 on drawing. QA: symbol traced from the lower (R) panel of the drawing (which 1)."
W2-15(L),Warning Signs/CROSS_ROAD_ON_CURVE_YELLOW_DIAMOND_W2-15(L).svg,1060.66x1060.66,,ok,,"symbol:w2-15_crossroad_on_curve_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. Outer arm end = -235 + 495 cos32 + 40 sin32 = 206 right of stem near edge -> width 578.4 (measured tip -297, arm end +279)."
W2-15(R),Warning Signs/CROSS_ROAD_ON_CURVE_YELLOW_DIAMOND_W2-15(R).svg,1060.66x1060.66,,ok,,"symbol:w2-15_crossroad_on_curve_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. Outer arm end = -235 + 495 cos32 + 40 sin32 = 206 right of stem near edge -> width 578.4 (measured tip -297, arm end +279)."
W2-16(L),Warning Signs/CURVE_AND_STRAIGHT_YELLOW_DIAMOND_W2-16(L).svg,1060.66x1060.66,,ok,,"symbol:w2-16_curve_and_straight_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. Bar top 90 + 390 = 480 below the arrowhead's 510.9; bar flush with stem far edge -> width 372.4 + 110 = 482.4 (measured tip -297, bar edge +187)."
W2-16(R),Warning Signs/CURVE_AND_STRAIGHT_YELLOW_DIAMOND_W2-16(R).svg,1060.66x1060.66,,ok,,"symbol:w2-16_curve_and_straight_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. Bar top 90 + 390 = 480 below the arrowhead's 510.9; bar flush with stem far edge -> width 372.4 + 110 = 482.4 (measured tip -297, bar edge +187)."
W2-3,Warning Signs/T_INTERSECTION_YELLOW_DIAMOND_W2-3.svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). T symbol drawn as polygon (fully dimensioned): crossbar 626 (250+126+250) x 126, stem 126 x 312 centred; crossbar bottom on the horizontal centreline (126 above / 312 below; pixel check), centred horizontally (63 | 63). Square corners as drawn."
W2-4(L),Warning Signs/SIDE_ROAD_YELLOW_DIAMOND_W2-4(L).svg,1060.66x1060.66,,ok,,"symbol:w2-4_side_road_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: tip 375 above centreline, arm top on centreline (375 | 80 | 235), stem centred (55 | 55), arm 200 to the left -> x from -255 to +145 (arrowhead half-width). Sign chain 690 vs inset 240+155+80+235 = 710 (20 discrepancy as W2-1); sign dims used."
W2-4(R),Warning Signs/SIDE_ROAD_YELLOW_DIAMOND_W2-4(R).svg,1060.66x1060.66,,ok,,"symbol:w2-4_side_road_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: tip 375 above centreline, arm top on centreline (375 | 80 | 235), stem centred (55 | 55), arm 200 to the left -> x from -255 to +145 (arrowhead half-width). Sign chain 690 vs inset 240+155+80+235 = 710 (20 discrepancy as W2-1); sign dims used."
